,employer,link,location,position_title,salary
1218,BRP,http://ca.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0CYGv_5iWivxUfA81CoodOfHNn6_Ex-Qg_IxNjEn46jFMNb1huHpZotSsmuxdkVjgxSvubzMUDIZrzVL9--V5PO4t18n1S6v2L5b2lfJXk6MewiKWmridc-Jq0vS2q8MdZFpv7LSjUehVrEH7UVuIiAh7MgnGOHFyyw3JUHJScdYpPgw2GDDk6nVkP_d11YY8-plNl0ofwqwFcC_NBM7bGpfPi8It2YdabbLDVUyvaAaGujCInmDz2tZezxOZekI11Myt3j8ab5_fTsb4e8pYAaNsVJissiT1MCwsyvk5gqLigGrF39y7I3a0vvNeFt5Jwt1MzTWlfQf7PpbBxPF0dB-aLURdA11ZLXWobNZtlrwZG2WuBU8U6WueoO2TnckBzOKBRs3rL7iY9gXvQssaqhvppH1rez89HBKX5coDJtbT2heoNUeUyJSj1kFEkr1F_kRnhfldLul_PccfYH0Dk_Wn_2vUwuw9cl-oCEyiCgxY9qRQcmoMHkJ4VL8a9Io5ISTKtBJV-s17Wk9G8zK5kx84Nd8-hZOifPJRdghYxg6wqESq6g6e-Bh3HANLT39bZA-FW6W4iwh0x94QbbomM4SiMJ6CByZmlM1mD8CpZQTWfYUsNUkXF5Wtagdu1a0W1LDU0H8ygYgHGYcwcv2XsOEZHlLSCubuJ_cNRwnvCUIGCF43rPYsp3mRmLle468lY=&p=7&fvj=0&vjs=3,,Head of Finance – Retail Operations & Marketing Analytics,
1219,,http://ca.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0BFhwj1mM9GcVBcW_pfSTYyg19f_-gBL6nNHx8JBphWau-vu2y-7ByCQizVBLSzosWw4eo3x6zlcdTr3jNee7kk9KJHq-S_krVf962kchTO8VKPDA8qeLjCkmKQnbI8hHpWAleXvhei9W7QFUp-VhXcje2dsH6NTSRmpHAJWkWcwMphElYgZyIZX0kbpiNBZnhWCzGlm7VHAdBiZJeLbw_e6twvyliasp5521iN-Ox0tKCFWQr28pcIj4_PGaTLJqIa0mhCAOXnCXhpJHS3X_5AUGjHaNOa_1RxDcjbvX3OphxbC56CHT9sMJIzuQ5LJjR-zD969Ya70SBVrCCLzJx4v35zIVwNRSjHkUYssgnu0bRETmc6Mn8njAe3Yxc3fx95oK53gkXRJDA5m1-IAsowCXyQVgx4Ee1SbNS9SffoJLwWjLRiVrhW&p=8&fvj=0&vjs=3,,Cloud Data Analytics Engineer,
1223,SkyHive Technologies Inc.,http://ca.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0C4wUeYGg4-zhtb5w80xVeN61O5kXSvjzUf0kYNgF9ZDuW6-8hZsMmdUT5DKoqYx1iejEJOlVCM-E8_eHLa7nFhfGtQWKLimye5jWH0D2apcMt7CVlouEFNOyJKxqdswqtM7_ahp_hNizpxiXRmjkKFs3sPQ1YT0Q6PbmI-JwwBQL167JgWVKIetqw5zGIIDZd2YK-MjSE-LP8Tbd99zFwdNxmGhLWmVIprYOIPWqIRi7eIqCEPVnSTFDdVjPEfM7o7xKSo1g2lPEBmcYidDB_xQkKZmMPqTxJx-fY6P3OVT2Zq40SHnwb7Q-OLNd-fHUoVm4TbvVyb0mUrxsf_oEcgJTSEYLVbkiR-xkQAC56prWyvH4QcMmvokdwllnp8QUWi8gYUyQdkwOiNT8woraW1xYahbUwIjc-Cg8rkdIJOhPt33eqVc1rhVdSxJcItYFp65zDLcLfqng==&p=12&fvj=1&vjs=3,,Machine Learning Engineer,
1234,BRP,http://ca.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0CYGv_5iWivxUfA81CoodOfHNn6_Ex-Qg_IxNjEn46jFMNb1huHpZotSsmuxdkVjgxSvubzMUDIZrzVL9--V5PO4t18n1S6v2L5b2lfJXk6MewiKWmridc-Jq0vS2q8MdZFpv7LSjUehVrEH7UVuIiAh7MgnGOHFyyw3JUHJScdYpPgw2GDDk6nVkP_d11YY88TrX5fw8IoGTAswtDPPxwvem6E7mGWnFJ89pnZanRyfwmpFJv8G4wsIvXGyJd6iKJw5S39lhid708PWwA1Cemi-rjXhOxksSyY_tvr_WX1uT-NBV30LHdW-XJ7eOk1L6EGUfnM5uUJBu0c3FRtGFJMDYQ_rBiKkOHSnuJ5Fw9lXlWEhOkl2LPL3Eh0xdGilsh2tH50QppWiIzPFVWhiRVtXHTlNhZ38cxjNPKE7Fi5lUw6Spik7l4uKRq-hSXCtTflPlB4FX_KaUl8TI08HMLOtcBjzFSqUGSX1ZhkW4qzOqojrwDuQytNKF4O6nJnqO47xt7RnESGFZZFPOg49KKKLYaX7LXwq4qInEH3jD8BvWbX5q77FUDWlcAmuslrjotDZ5qrW9kYzWnr2GxfbvmyB6avb6k7L5X0sGGN1s7hRcZn7Bylaxv655EejY-zYXxo97nJSdqkCmx95pPvnqgFarjMf-NO6XhfaBub7TlplJmTVI2xJZ_H&p=8&fvj=0&vjs=3,,Head of Finance – Retail Operations & Marketing Analytics,
1235,WilsonHCG,http://ca.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0ARTAizOW0T4oiE6Epdo0i-SPQERQ6fC7voScIS1kB12kiCtEFYyau3_mwwVyoKQor41HtCXGlFEYA_7LXbW1_k7_VSLfAq2dz9EFCA4Lhz_MQ3SEJOZE3H-rIqZBQ2TzwIrtxjSzqbi7rTY53QDDIzDA3HIFWLY34bt__my2KR4W5TEi4AP01nHjwPT4LBVSmYZgdCI5SlDWg1QvNDHGOMji2m0QLcwgu_o7Ck3rehSlQM--Tq6go10FN2UPjWJ44h8iHR5jpShgzBgrlrctqU7_4wAhFs7_k1BcCM86rO_KOjtHnkWzOWSucF8nTzm-3nmgtZI7zDbirbNtxAafWujTTm-Dtuhprt9lpsUn1iPrzHq3F2aOOiK-rmTVc1XiJBADYa7cXAMBgWLqdnNDP_9sQi4LzRl6h4mLoYz_Z61_mH8l7JRz4-&p=9&fvj=1&vjs=3,,Sr. Data Analyst,
1239,SkyHive Technologies Inc.,http://ca.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0C4wUeYGg4-zhtb5w80xVeN61O5kXSvjzUf0kYNgF9ZDuW6-8hZsMmdUT5DKoqYx1iejEJOlVCM-E8_eHLa7nFhfGtQWKLimye5jWH0D2apcMt7CVlouEFNOyJKxqdswqtM7_ahp_hNizpxiXRmjkKFs3sPQ1YT0Q6PbmI-JwwBQL167JgWVKIemk6JmqoTLjjEpYAGK8TLPdrEfTP7jtr-xjT4PUADuWMwzeVth9uUrVdnmdIihr2h2VcsD9mcOatuibIPiAnljGm4PzNXmNCJffmAHdYzfLO7svBF67_Dia0gN7KG9h5xmcPz_pTsaKXpsG6mR-fh4Q6Tv_Thn1NjvfRvM07PZNoHHczI8GcCcRvRTSgjnIltfLOAwj65bMv-95_8rC2ub4m_S3XT3eMv1claxS-fqY53KGgS6ofMLMXO3z40BApvsVpLs5dStNo=&p=13&fvj=1&vjs=3,,Machine Learning Engineer,
1244,,http://ca.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0BFhwj1mM9GcVBcW_pfSTYyg19f_-gBL6nNHx8JBphWau-vu2y-7ByCQizVBLSzosWw4eo3x6zlcdTr3jNee7kk9KJHq-S_krVf962kchTO8VKPDA8qeLjCkmKQnbI8hHpWAleXvhei9W7QFUp-VhXcje2dsH6NTSR_eKKs7TCQrYe1tqMUkSVg_qgdthYVv9_pBoOI2c5VdZGfNgBZtZjsNEaI8-gmyPbaHWW9rOeLLy1XJpeYU_Hr9i4eJD5FrtPMeXhdKFBUkUiL90feRDug2DR8phD7mzENYPq_ldyzuK5Hubt8X0il59B190ZXLSPDdxbhpLdjDvyup-Xx2P42e9ugeAL6n4gLPI0ofhggywYlus-RdFHtP7uIlKDWlh70UWBk0sb4OZ7rRHNgVATyfV7lakXlKqZ83vMWwAdGlwLQ0RC8TwTD&p=3&fvj=0&vjs=3,,Cloud Data Analytics Engineer,
1249,BRP,http://ca.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0CYGv_5iWivxUfA81CoodOfHNn6_Ex-Qg_IxNjEn46jFMNb1huHpZotSsmuxdkVjgxSvubzMUDIZrzVL9--V5PO4t18n1S6v2L5b2lfJXk6MewiKWmridc-Jq0vS2q8MdZFpv7LSjUehVrEH7UVuIiAh7MgnGOHFyyw3JUHJScdYpPgw2GDDk6nVkP_d11YY8-6v5M1hsbBal2OXRkIapsplZ0O0Ecuq4WihyzroTEs5_cRsMjY-6y3HRJg1heRiqqas3gnj9GwSdC70WybS99FvUb94mUA-TSl1prEgzbUmft-mIEM5nl5v4c0Tl_MGKRd16v8k05FYb7Q6djslbtsL8rIS8pB2dyPo87TTTafAOqLN8HGRtIiHxkQ7UArA3lK9P_hHPT982uEvpSdPxDfBPBHEKUfQse0VG5BCIi-6F0VwVcehjLstEpv4O5xaOh6SsomeTU2A6VF7sY_e4kcZtdfcAHlDBovpKnYXlRldPhuL1ZM9zeLziVSzO4rxMpyS8GW0O1QkikiwXYAeYfcEI64aO_VXX_mwwofKP-Snyde1YDrZNDAeKE8NOqvx6JVpfPm4Ij6H2Cha7TqlkCDndULgUYLoyevRG5I3FIROcUm581z8NvFqd7q8KHYqPwhPKQpMUEQ5ewV13e86pA_UbICxqGjS8IMVS0kkqfYymgJlMr_h72_ch43p6zlO5w=&p=8&fvj=0&vjs=3,,Head of Finance – Retail Operations & Marketing Analytics,
1253,WilsonHCG,http://ca.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0ARTAizOW0T4oiE6Epdo0i-SPQERQ6fC7voScIS1kB12kiCtEFYyau3_mwwVyoKQor41HtCXGlFEYA_7LXbW1_k7_VSLfAq2dz9EFCA4Lhz_MQ3SEJOZE3H-rIqZBQ2TzwIrtxjSzqbi7rTY53QDDIzDA3HIFWLY34bt__my2KR4W5TEi4AP01n43UAxF1NU5acw3sSPp-8tYFlov24QDRKPSVtDz5c7DMV1tvTk4F9rCYpfuDXVk07oG3MJEUUIG4STxlZPj2TQxCWGWdgvtCqBgLhOodx_DCqZuY9KReNcBBWTVeb-H2hFOoQpPp0FlGOBb6i8aK6fVSpUBxujk-q6uz32TlVHLx4OWRf_0u6pBcp_WcsFv0zdvfsD2a4Jr7d1BgUbQ-G9lxWRcX_NmUr1gUU8b-8Lo25-x7G6DzHD_zUNW-9cS5B&p=12&fvj=1&vjs=3,,Sr. Data Analyst,
1254,SkyHive Technologies Inc.,http://ca.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0C4wUeYGg4-zhtb5w80xVeN61O5kXSvjzUf0kYNgF9ZDuW6-8hZsMmdUT5DKoqYx1iejEJOlVCM-E8_eHLa7nFhfGtQWKLimye5jWH0D2apcMt7CVlouEFNOyJKxqdswqtM7_ahp_hNizpxiXRmjkKFs3sPQ1YT0Q6PbmI-JwwBQL167JgWVKIewnIgBFobdt73eweb-mAnYYhaFfgwDak2PQF0WpJwwSV7ym2cfgwm6oKqG19I9u8SEdXB7Yny7xOx5HT04Z88IRLNUImFvfe1KXpfq7tt0NYmPoSxuhsK2reMEdYa7-QvzqqTJWhG-YOYeHjJ4rJCbIhdnoyeXnbR-3lCcgW55PskQ0MpTkBCQCagYoBiOu5Wjx-nMGjH4fMlB-yaSGZa-UdBiErx8BtWoUoOXgea-jd0sz90C4EgPclDjDR41aU8PVCTH7vrl1prT5O4KVpykQ==&p=13&fvj=1&vjs=3,,Machine Learning Engineer,
1257,Prodigy Game,http://ca.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0CyK--AGwHVJM38gjCgoUUzKbXZ0LaePQ99gWayKepyPDPmtEaB6J0Z0EoXtwsbwHa00tFKn9bbLie_n2YMrCV_sV-58mBijswoAh8DIiwQ-FPsHYc7Tv-EY6Mt-T9Pkj-tOEgtpCXmbc31QxaarWaDx6HZcw9SHc-c_IznENs9GeQzc75VlgvnKdVH0m8X0WOcfM-vwMvnTz5n5L8Mzi6ftMjQEVYCFG-R55Mea8ykE0G000jsx1Mc6Ow_K0dAWGILE8aWxcmnnuiQDbU_EhxY1I3NhwpVUSp44b27OgW3e_C6_FXyal0-6MFxZ3DqHKV7E-Bj8JwEs86-u_zoGSgdRnJzyPJ-BZp9FiRxhc6ljQ_1DDHRRFyIHvcDuQzv5OMDkhDqh9CtPfQuD0Lz5tBovNRg4NIvFaSwDqjyO3fA2uKFyFYKUkceekesBhtwuTr9od8vza5Q0IhUfefaICxuRrEj7VaKsg0H8a0ac41YCxsldsCO2pwqd9H635244D8emhfpepBBQbdCvhwzo4kam54Xqt9JgQMd30Bxzj1EWglbR7TahccX&p=1&fvj=0&vjs=3,,"Data Scientist, Game",
1258,Canadian National Railway,http://ca.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0DAI6CbHIHK7ziDV_jOOtLnedsYxrCoPLmdH4-4XVO1DYvRnbqq-KvTCEcz-hJGhRr69QFA__pQuvu_HkVZk5-GbRlRLE_rDUzjBs3pH6Z_UhSr6BInm6AaqPQPPeBISIHuN6KmzLHlzcp66LpV1E-RqiaGXzKhxH1KCVo16uvsfXf8R5zhTk43Ge7DYXJlVgrxsWrdE4jzfk6kygHCLBr5gxTEes9bFWOY3a9ugndCo5xUF7BiA-_1wi6GyfNrQ2CaOzNY3ZXtdBOpJXq4f35Axc_Pst0pZU7OXJbKMnp-9ObTodn5ccMU1l9ruGmfspigdtKkY9OkO88kJujLgw9Zfn7FURlDuGG6qd8mBFUBdE5gi_Qi26k4ybTj-SExqTflnTcWA0-bAoTb3PE6Nlvo6ryKbR3RfdgpHgDWMfB7VgoBbOIirZn8v90r4MKCB0LRhVVwg39H6lbSI8bJfTXfstKxbG3427CpnDPFIfgTSeKNsBvR-vEY4dfauIjTi-R-JzXBhE2Jlg==&p=2&fvj=0&vjs=3,,Data Scientist,
1259,Onstream Pipeline Inspection Services Inc.,http://ca.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0Al12rqrW29V64qc398YM68Qu-A00wCJMZ3ORXXc0zF90xDaRfpTl0Mss6R8gbzPbsGk6Qeg5srFMW1Jj9qSnk1Bq8mYTVy9PxAaWEcg02Ogzt-ROp6m1NCQ-7uiebC8JOOnmdwlSsnVVSccc9hEJLuZpRQ0KH4RXRhw-EEOBV2Jz2GOdiQFllO7c0-7cCSalHLt0ht7Ti7d057meBK4y1vXL7QVe0UkX7cYDGcG-fKti_yxdTon36j6ucEnJVqcLxr1C2BOHUhgeLbYMkBSBOKmKoVMBF1t9rX1G0ZfV7IxxYzfWe57XcQ1pfbQx12DdAzCmhX6yhtIGYi1yQ-Q1XqV4gwCdpHlPDRYJYEQlZPNvu1rBLFViZ8IWaKyoxUQEOAZ1FpF5errDylTjICmEHSoBbeUCVysHZ7Fj6J-ZMEiIRuIelwT0uXxFyJ7l219meV-Ty5WidgIAL33K4rDKuj1rAfodCh06k=&p=3&fvj=1&vjs=3,,Tethered Inspection Senior Data Analyst,
1260,PerkinElmer,http://ca.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0DBy0pnRDnMyJusyxqL8SoipgPg3SpcIPOke8p4f-rf66qX19ykmjKF1CpoGTC_kXSMglN9XWkTzAWtEn0fblJHcXqmMail7by2r04mONnakF5RP1XgrE7qUYp1ljvlgzGvdwEqZ5Nfl6jONMMVUzTupMY__5V-ed8Xg_MeyNZcPjXAXL7GLIWT-AOQkIU2Nz-9WQ6cfSEC169d47lkKMNWVRt8TX8URjTflgUT93uLawgpygS6OU0eBQbp5mHkHHfZhqVfz9GgUzsT7d2dPiM8QZKLPUCVYWgoOpC3iLykpDEmuaLPwsWhGiB4CeVZxiR_axhWZ2kBdi-jmh3jgixVZAJipgPljWjykfm3woSpdJEJhOMzKhdV&p=4&fvj=0&vjs=3,,Senior Principal Machine Learning Engineer,
1261,Canadian National Railway,http://ca.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0DAI6CbHIHK7ziDV_jOOtLnedsYxrCoPLmdH4-4XVO1DYvRnbqq-KvTCEcz-hJGhRpnwKEfJfzRnH0NyNF4Yb06sjxlifZTsgepzwRu9-SxtwnYBKAi4PcqJlFQJHV_Ucq6KuoCFug5tpC2cYmxzzzf6-KUrxZSYol_GawXEczoVihy2W10zUu03WTPVJHjGBt5bLdsE8lFHAX6jXjjJONqk5nrL1Hq1p5yS96l6jL2w_ICUc9qLdNhuAIuqjDUuGVmg2z9poKpcuBPJHhsTKKdtFLid6CcEcTj-tRIuc3LzG31EQ5OuhFoVrXFr0MkXUYMpdPK4JcXRpLbGZqCCTwMKIWoGs9I6JHScIofDwObGrCaolZtwuioWVh_3KJqQGakyy9ssSGIe_a3Hv-FofwgzKNBLPqTEyazTy4mUj4ZfPYpr5NK6l5o1yH0nUMBCP6kVsdWI0ZpLN97vpgYfBKP6Ax313Ko4AgCd-9zyni8lZK_VeQemoFUjSrF3V9wCiU8XCFQ4kZ_sQ==&p=5&fvj=0&vjs=3,,"Specialist System Design, Data Scientist Machine Learning an...",
1280,BRP,http://ca.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0CYGv_5iWivxUfA81CoodOfHNn6_Ex-Qg_IxNjEn46jFMNb1huHpZotSsmuxdkVjgxSvubzMUDIZrzVL9--V5PO4t18n1S6v2L5b2lfJXk6MewiKWmridc-Jq0vS2q8MdZFpv7LSjUehVrEH7UVuIiAh7MgnGOHFyyw3JUHJScdYpPgw2GDDk6nVkP_d11YY89jkzU7cjzr7PXXr71PvwAP6qbzkMdeGxI2oJ4L5dGurscCF5fKn8s-PjXa5s1I8aheeOf7UQQ1cFGpncisWwjR1xopDqwGTRh64u1ftu0GZ9vOM2YGtXXpDexwykJonNpMQ33XyXTr5aqcqFNfjuhmHoahtaJE0RUjwi4ttT-acEnDKKbl8NQ2d5o6ylJDsd1r6PujKQND8vyKLocnHELlJEovzBgFM8FOmnAInCHin8jCkt2eReav9pqA-9EHt3QcGnkTBWlH1hCu35P7WWGy8du9BXYYZDtLnuJyzHwh4vCT41jBiDNGxmGyx2bhkI_N-GT4_waDH4bAcNOrRTVW3euYEy51xoYLBWxY1G3edcQ6SwAnHr-JYJJ-N7ehEXcLJ17wWWRKhGfzG1Ogi1iYpbgBf0L6ZCbIEJda8ItAcKgjgNgxcWVYAWudGWbvC0Nik9wFKDu1OuVuKiJjgbbxJh5NF-6B0f9_PziemWRD3cz91t69hCSE&p=8&fvj=0&vjs=3,,Head of Finance – Retail Operations & Marketing Analytics,
1281,WilsonHCG,http://ca.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0ARTAizOW0T4oiE6Epdo0i-SPQERQ6fC7voScIS1kB12kiCtEFYyau3_mwwVyoKQor41HtCXGlFEYA_7LXbW1_k7_VSLfAq2dz9EFCA4Lhz_MQ3SEJOZE3H-rIqZBQ2TzwIrtxjSzqbi7rTY53QDDIzDA3HIFWLY34bt__my2KR4W5TEi4AP01nTvqG5AcUJvGu0-NrrETOepuX__rlHPdElfZvNh3rncYC4KrA818kGDD4Zbe73HLJ65i51Or8NX5AXpzBIpFOkBxcOo-7lwd2JVKqmbAdAghs0rq2_ZThD_a1Rw31RVjCtd6k2CCbRaUbOiEDTvHA2-zC5K6w5tKan-C3oRbPKCgB6sgjuXVfdJv-mfvsm1OVILcYjXG5IB10w-ntSlOqxa6iMG8dTl_lYmS3Je1nLOAHkyblPgP6X7a8eKwBazu9&p=9&fvj=1&vjs=3,,Sr. Data Analyst,
1285,SkyHive Technologies Inc.,http://ca.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0C4wUeYGg4-zhtb5w80xVeN61O5kXSvjzUf0kYNgF9ZDuW6-8hZsMmdUT5DKoqYx1iejEJOlVCM-E8_eHLa7nFhfGtQWKLimye5jWH0D2apcMt7CVlouEFNOyJKxqdswqtM7_ahp_hNizpxiXRmjkKFs3sPQ1YT0Q6PbmI-JwwBQL167JgWVKIe-c4q0douFjNukGbiAEXIheIyBXwdhPY_SiLhwAusmzhshnryr9kOrVuTdZWmL-CkKFZC1U14tBH2Tk7fHChFqGaCONg4-BqyJxc4AGyrm7Mrs0-qlqfAoSeCuj65K0HAA0cU1bJqv9xQkpeEWbFmMfz7U7FbGgiZ_XY5n2pReC5u2H57vUM10A75lW9ZpaBGW7Q34f_vEi5aqOIVU8rYjbHkMOboNhd5YhjB8A60fCmmzIC-Y-ioyt9HTRE4eaHK58InLfGibAk=&p=13&fvj=1&vjs=3,,Machine Learning Engineer,
1294,BRP,http://ca.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0CYGv_5iWivxUfA81CoodOfHNn6_Ex-Qg_IxNjEn46jFMNb1huHpZotSsmuxdkVjgxSvubzMUDIZrzVL9--V5PO4t18n1S6v2L5b2lfJXk6MewiKWmridc-Jq0vS2q8MdZFpv7LSjUehVrEH7UVuIiAh7MgnGOHFyyw3JUHJScdYpPgw2GDDk6nVkP_d11YY88LDMWOXHSJGipyUCCo8F6NKhB0caGjbco71hQLwQqer9S8D5S4W1P1Wpw3WOAU7zqU_eunFAziTuHGb0JDq7qyR9QsX4qXGZmWH_sZyW65acj_sufqIBOvfmdcA2aFWYAD5_RsYNbQV11hEoBkd2zGwNOKgwwzXnYMVoJrJ43ApVpN50_75FQ5JlM30RTQFUb89oQ9aVxVOkNSAYODX-bJc97LGhJJI9x3di4ZM12Yq0z3lJrmENOyDeuAjHU2q1WLwlXHwrRvkB5aPZ6VXXe3CHA4IhEHs9MDvO-L9O-HMrB8mCH5EU3XvWy7dbVEdj5nt69hCLVyRaInQLljUB4h0JSpsRpLsqZDdUDPYgHGyxlzYTBxj_93uBN__LELSrw9gdLzCmLtORymOKoo1kSLDc7u6baeL9TbbRrsLPUZ9hv-la3eKGh9a_HmrHpgYd2u8yEsHXxIuHW8UK3JDEhUqYfve5YLN-EMbqJbzWx2IH-eEeQyIeJxzJSIdIcTdjY=&p=7&fvj=0&vjs=3,,Head of Finance – Retail Operations & Marketing Analytics,
1295,,http://ca.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0BFhwj1mM9GcVBcW_pfSTYyg19f_-gBL6nNHx8JBphWau-vu2y-7ByCQizVBLSzosWw4eo3x6zlcdTr3jNee7kk9KJHq-S_krVf962kchTO8VKPDA8qeLjCkmKQnbI8hHpWAleXvhei9W7QFUp-VhXcje2dsH6NTSRaaNEM2nhphzXtVYamiKnIczl2enf3aJx_R_9Y4LXR01ohenNWQaeVIo5hmGZ1TARA2a8EheFjveZOoJgeMGN60VpgkRDuW5Nw8RQFWE-mfXNKWqNJSlFE82EEcDDj3CztZqW9E5iL4wWz5ogs9c_giloI3N5Mke3Cup2kP-X-6pRHB_1LrL5900dYBAyC6dO3kOEp2_VxtTXOc3V95LP94j4zgV1Iet40TdVxX0uIGcBHsiAcTkb9Y-XY3j2_i9CX-ii7phoPWIumQqCI0VPT&p=8&fvj=0&vjs=3,,Cloud Data Analytics Engineer,
1299,SkyHive Technologies Inc.,http://ca.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0C4wUeYGg4-zhtb5w80xVeN61O5kXSvjzUf0kYNgF9ZDuW6-8hZsMmdUT5DKoqYx1iejEJOlVCM-E8_eHLa7nFhfGtQWKLimye5jWH0D2apcMt7CVlouEFNOyJKxqdswqtM7_ahp_hNizpxiXRmjkKFs3sPQ1YT0Q6PbmI-JwwBQL167JgWVKIeRf3QQpMazCDJA4Lw0IVV3JmHRg5gK1BB7GLClJh1ezmSq4prjnRXSM2J2MeT9giBACmpavV4maNpn0BqgJcDVUFRgFDwQu_IX95S2MowTDV1NszMmGmfGQqMiJI7OzSVS9cwWu3uIE9UcrV8t10wcZwbBZl_yKR7FsRF9OwDqPXAVjkCevmTIZOAG8Hq7RKQRafCNTZXwTlYb-09R_PxSTVvITSf9xIiionP21ksRsP7g65htNf2zkxUchuiwyjPzJz_in4f8VmGrzQaDLpkTQ==&p=12&fvj=1&vjs=3,,Machine Learning Engineer,
1310,BRP,http://ca.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0CYGv_5iWivxUfA81CoodOfHNn6_Ex-Qg_IxNjEn46jFMNb1huHpZotSsmuxdkVjgxSvubzMUDIZrzVL9--V5PO4t18n1S6v2L5b2lfJXk6MewiKWmridc-Jq0vS2q8MdZFpv7LSjUehVrEH7UVuIiAh7MgnGOHFyyw3JUHJScdYpPgw2GDDk6nVkP_d11YY8-LM7qi5iC82rtYw3f1FYz_Sec7j67Fs-Hwi2ja1k2uxJsp1GtgxRkERqn46veqRJPdjZz_iOlY_LvNiFRd6HBFnCfzPmILsNuPauNk8xL-bu2o5i7EcoF6EV8ZvoAm5y41KED2-76ThkZtKQMqKhhtbIiQTRKRtVTwDtEfncdVqdIl9iaCvnqDg79e6pH6iSRXNsdYxLUUCmWHaEtWIvyCdMd8AMhTnRmE5Wu2U-7B36fOgPCIsAeeRsWmU1A78jiHQHo-53vxx_90ZmBj8zSUBSNo3dLz613dSbTPqs-_4AKVC_n7glEe5BIo9I4zH_70qS2BkQqqGMP588QFlD3cjYQNyUj_Hswi75ut9KlMD1T7zLtiuBDkCk4c8gPxGPQPlQSi_1wQYyLNdHmmIkxt7qUU2JpAPoOra6n-oz6E1lIdWLyxF546OmuZp_Fveu6SlDKWjuTbC7hy9m6RGf6PgpD11Mh6SQnoiumlkLh86vwj3jlGfq_o&p=8&fvj=0&vjs=3,,Head of Finance – Retail Operations & Marketing Analytics,
1311,WilsonHCG,http://ca.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0ARTAizOW0T4oiE6Epdo0i-SPQERQ6fC7voScIS1kB12kiCtEFYyau3_mwwVyoKQor41HtCXGlFEYA_7LXbW1_k7_VSLfAq2dz9EFCA4Lhz_MQ3SEJOZE3H-rIqZBQ2TzwIrtxjSzqbi7rTY53QDDIzDA3HIFWLY34bt__my2KR4W5TEi4AP01nhdMxj94YMnnaEbcm1L4I0A8QZ1qLVDw-GOAWYjzRyDLwNcfmgMStkZd-RzYEEtw6XstloENphvRprJvYx2HoNjQFwn4HlbjNcuHO5eXP18OpNz2Kl2aIB_RxTEKbJ4aRDGhU25U-_hCzk9cM2v1OSokWl9YTrZi-QwLS6lbZsTIaBMBoPs2BM15QXOrqzBly58wdDTjU-wnmdUckF73Rr352E1sjnxavCBmex7J2pTzEIj5vaiNtkA93_KccDq8g&p=9&fvj=1&vjs=3,,Sr. Data Analyst,
1315,SkyHive Technologies Inc.,http://ca.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0C4wUeYGg4-zhtb5w80xVeN61O5kXSvjzUf0kYNgF9ZDuW6-8hZsMmdUT5DKoqYx1iejEJOlVCM-E8_eHLa7nFhfGtQWKLimye5jWH0D2apcMt7CVlouEFNOyJKxqdswqtM7_ahp_hNizpxiXRmjkKFs3sPQ1YT0Q6PbmI-JwwBQL167JgWVKIey2-29cu-ttFsip7glH_by7Eh_3TtIOwJlofp_RyUZ_FrclaxAsuBAjpA2u60c4F5FRphDxOTDupVvd83M4GD700WjMSJk2vblJiFXes_2FMtEYg1rwk2oWBanLjrFI5JO0AExnaYAtP7fU_V18RuMbtvYGqViqGLDIFZnx0YMF9EOiCntnORry2SfIuTe1VDewXf6FvNxHVieFCvxdtX_czhMzW6qw8B4vYs1cwEoXeD1MtoDRdY47vmpmCFYS5dGN6izxjlW-U=&p=13&fvj=1&vjs=3,,Machine Learning Engineer,
